id,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
16876,47413,34,0,1,89,85917,6,6,2005,1,0,2978,5507,426,1,8,4743556.5
16877,41998,3,1,0,83,33691,3,6,2000,1,0,436,5281,929,1,9,4203344.0
16878,69919,21,0,0,80,83867,6,1,2016,0,1,7410,5657,974,0,0,6997870.6
16879,71398,95,0,1,29,42393,2,4,2000,1,1,8953,7916,592,0,5,7143594.2
16880,656,64,0,1,82,95965,4,7,2016,1,0,4173,5246,872,0,0,68528.6
16881,22585,84,1,0,5,57298,7,7,1992,1,1,5173,6377,882,0,2,2260762.1
16882,26901,26,1,0,37,50147,5,9,2015,1,1,861,5894,918,1,6,2693285.5
16883,81055,75,1,0,87,56375,2,9,1997,1,0,8966,3152,243,0,10,8117507.7
16884,81658,38,0,0,25,42176,7,10,2008,1,0,7669,1085,214,0,7,8171711.8
16885,93622,85,0,0,33,95156,1,6,2000,0,0,2113,3109,359,1,10,9363558.2
16886,47957,55,0,1,58,46090,9,2,2017,1,0,891,1087,209,0,5,4801705.7
16887,81571,78,0,1,36,50872,6,1,1993,0,0,3271,7252,607,0,9,8160905.3
16888,43845,58,0,0,95,8537,3,4,2009,0,0,5291,3857,933,0,8,4390445.9
16889,16842,10,1,0,59,20912,2,4,2007,1,1,759,767,630,1,1,1690854.7
16890,69142,26,1,1,14,85417,8,1,2005,1,0,8320,8214,426,0,3,6916927.5
16891,14465,66,1,0,40,795,4,2,2016,0,1,691,7359,358,0,7,1453919.6
16892,38057,47,1,1,10,92011,2,2,2016,1,0,1044,82,976,1,6,3818556.6
16893,21597,11,0,0,66,66400,7,6,2015,1,0,4957,2386,884,1,4,2161065.5
16894,60854,26,0,1,49,55902,5,7,2019,1,1,6698,3537,574,0,0,6092125.9
16895,16909,49,1,0,36,17958,5,6,2016,1,1,8113,6375,709,1,4,1696771.6
16896,70768,21,0,1,15,45946,2,3,2006,0,1,2329,10,438,1,5,7081550.6
16897,6601,87,1,0,52,36296,10,4,2014,1,0,3780,7008,890,1,6,666733.4
16898,69642,20,0,1,45,98241,7,4,2016,1,1,3707,3289,968,0,9,6974699.6
16899,92326,58,0,1,38,87239,5,1,2017,1,0,7661,775,495,1,1,9239788.7
16900,55933,32,1,0,100,5800,4,9,2000,0,1,7369,5811,375,0,2,5599976.1
16901,59108,37,0,0,87,54889,3,2,2000,0,0,7229,6000,514,1,3,5913599.2
16902,39418,6,0,0,47,74729,4,4,2000,0,1,4581,7231,973,1,3,3950046.0
16903,57405,99,0,1,22,1216,10,1,2018,1,1,8747,1985,309,0,2,5747803.8
16904,59289,42,0,0,35,32439,1,7,2020,0,0,8148,4155,377,0,4,5934463.1
16905,51678,100,1,0,22,24703,2,2,2016,1,1,749,9166,961,0,6,5175264.6
16906,60824,35,0,1,97,12958,8,2,1995,0,1,9327,8651,365,0,0,6086663.5
16907,89186,42,1,0,9,40642,8,8,2020,0,1,9037,9972,280,1,7,8919497.1
16908,17723,22,1,1,82,1594,8,10,2000,1,0,729,4540,949,1,6,1782969.0
16909,1102,24,1,0,41,18856,2,5,2020,1,0,5652,7829,275,1,1,115594.1
16910,89721,23,1,0,26,74824,2,10,2005,0,1,1521,5029,291,0,4,8978088.5
16911,77990,62,0,0,37,78411,1,3,2017,0,1,959,5613,996,1,10,7809156.7
16912,49940,69,0,0,42,49829,10,8,2001,1,1,8417,4179,501,0,3,5005731.1
16913,46865,78,1,0,69,35413,7,7,2020,1,1,7612,2795,434,0,2,4690710.0
16914,8318,95,1,0,80,22827,4,6,2000,0,0,4105,5755,707,0,3,832684.1
16915,62655,4,1,0,76,51536,5,2,2017,1,1,7848,6708,552,0,8,6272808.7
16916,76420,43,0,0,55,73512,7,1,2006,1,0,7258,6445,559,1,3,7649934.6
16917,65653,21,1,0,68,83198,3,2,2000,1,1,5554,7543,416,1,9,6571168.2
16918,9494,70,1,0,24,58322,4,8,2013,1,0,5051,8589,377,0,4,958561.3
16919,83088,44,0,1,69,38191,7,9,2004,0,1,7075,7596,457,1,8,8315132.4
16920,31141,8,1,0,59,2486,7,10,2020,1,0,8694,6303,928,0,9,3118168.0
16921,45827,55,0,1,60,50612,9,5,2006,1,0,4371,6035,871,1,9,4590725.6
16922,64717,60,1,0,25,64247,9,9,2008,1,1,4645,8336,302,0,9,6479615.8
16923,57143,81,0,0,94,19556,8,9,2000,1,0,7389,4596,112,1,8,5716057.1
16924,86385,22,0,0,50,83762,2,1,2018,1,0,5269,739,594,1,7,8651550.8
16925,17297,79,1,0,73,81794,7,1,2000,1,1,1718,6615,775,1,6,1738971.2
16926,66389,15,0,0,9,65059,2,8,2009,0,0,8781,2034,202,1,4,6644460.9
16927,68593,99,0,1,42,9999,4,5,2000,1,0,948,1157,877,1,8,6867934.1
16928,21006,28,0,0,6,37363,3,5,2014,0,0,9766,6795,129,0,2,2101763.4
16929,43846,26,0,0,58,60554,6,2,2005,1,1,693,7738,905,0,4,4391747.5
16930,26389,12,0,0,75,9591,7,3,1993,1,0,5840,4575,569,1,4,2646987.3
16931,3963,80,0,1,51,90631,7,8,2009,1,0,8956,9952,746,1,8,408380.9
16932,84058,99,0,1,66,42951,8,4,2004,1,0,5582,6968,499,0,10,8415755.4
16933,77566,42,0,1,81,57816,6,5,2009,0,0,7208,8861,418,0,8,7762684.9
16934,40737,52,0,1,91,9011,1,2,2000,1,0,3055,9291,209,0,2,4076965.2
16935,10714,79,0,0,37,18199,6,6,1996,0,1,2986,3583,631,1,6,1075982.6
16936,79770,58,1,1,64,97714,8,6,1997,0,1,4019,7174,241,1,7,7978838.7
16937,92016,58,1,0,64,7997,6,1,2008,0,0,2855,3202,812,0,2,9206998.8
16938,40124,5,1,1,80,51592,2,1,2015,0,0,7528,5098,256,1,0,4020581.5
16939,11303,35,1,0,8,98223,5,3,2000,0,0,6926,1842,863,1,2,1138807.0
16940,96791,26,0,1,11,2400,1,2,2009,0,0,774,3657,383,0,2,9680369.9
16941,69246,26,1,0,36,62392,2,3,1995,1,1,4784,2723,204,1,10,6927717.5
16942,74235,85,0,0,37,26340,8,1,1994,0,1,7747,3936,158,0,0,7424923.4
16943,37852,7,0,1,17,92714,6,6,2009,1,0,7677,6177,496,0,6,3790538.9
16944,7431,32,0,1,2,18454,3,1,2013,0,0,3164,2456,822,0,10,749725.3
16945,70091,70,0,1,35,37015,6,3,2009,1,0,9727,9579,565,0,7,7019102.9
16946,37425,20,1,0,99,28197,5,8,2015,1,1,1537,2552,386,0,0,3753888.5
16947,92204,36,1,1,64,1541,5,7,2008,1,0,8172,3586,691,0,9,9226065.8
16948,49818,26,0,0,19,85337,9,4,2005,1,0,5779,6423,349,0,2,4983109.5
16949,25968,41,1,1,13,78812,5,2,2000,1,1,7245,565,152,1,2,2601762.2
16950,19510,8,1,1,32,1906,1,1,2008,0,0,7253,5306,241,1,0,1960391.8
16951,96930,88,0,0,89,1941,10,3,1994,0,0,3474,3194,289,0,1,9701569.4
16952,96526,50,1,1,80,76290,3,7,2005,0,0,5256,8136,386,0,7,9657380.5
16953,45149,84,0,1,58,57434,7,6,2000,0,0,4529,2702,313,0,8,4522816.1
16954,27900,8,1,1,24,47836,7,9,2005,1,1,866,7900,707,1,1,2796434.5
16955,1754,4,1,0,70,42044,5,6,2013,1,1,501,4262,355,1,2,185004.3
16956,83705,25,0,0,21,69665,2,6,2008,0,0,8091,3158,631,1,10,8372582.8
16957,58218,33,1,0,66,18945,2,10,2004,1,0,473,3235,317,0,10,5834539.4
16958,56223,64,1,1,1,86335,7,8,1993,1,1,5357,1928,115,0,2,5634379.3
16959,9329,18,0,0,18,41613,6,9,2018,0,0,9077,1567,690,0,5,934231.8
16960,149,42,0,0,64,64217,9,5,2020,1,0,8251,4308,746,0,9,23653.1
16961,40506,96,1,0,26,42048,6,5,2016,0,0,4148,7126,641,0,8,4051267.6
16962,69261,47,1,1,35,14371,7,1,2009,0,0,4797,7378,209,0,10,6932336.9
16963,18041,60,1,0,49,60574,3,8,2000,0,1,5578,5962,236,0,0,181859.1
16964,30217,44,1,1,75,1618,8,9,2014,0,0,2257,1575,109,0,5,3033408.4
16965,94912,10,1,0,86,50444,10,3,2008,1,0,5447,5550,298,0,0,9499780.8
16966,65531,26,1,1,37,18392,2,5,2014,1,1,9189,8766,388,1,0,6565552.4
16967,56284,78,0,0,25,2844,8,1,2019,1,1,2978,1675,961,0,2,5632964.9
16968,965,16,1,0,37,9662,1,1,2019,1,0,7793,932,659,1,4,107936.9
16969,41932,74,1,1,8,42046,4,10,2000,0,1,2945,1349,912,0,6,4196797.0
16970,50678,57,0,1,76,12041,1,1,2000,1,0,3202,9088,985,1,10,5071621.2
16971,93506,85,1,1,21,77062,8,6,2017,0,0,8113,3537,880,0,8,9356982.7
16972,43239,69,1,1,20,13809,5,3,1996,1,0,1684,968,712,1,6,4330567.6
16973,77231,95,0,1,85,92011,4,9,2008,0,1,632,8012,116,0,7,7736121.8
16974,57897,24,0,1,16,33825,4,9,1998,0,1,2336,2412,241,0,3,5792783.8
16975,17615,13,1,0,38,14101,10,6,2008,1,0,5784,5880,531,1,7,1774991.8
16976,4711,86,1,1,60,44247,5,9,2007,1,1,8436,7414,734,1,5,478449.7
16977,77296,85,1,0,17,56232,2,3,1998,1,1,4533,823,269,0,3,7735727.8
16978,1138,5,1,0,14,4017,8,3,1996,0,1,5770,5029,267,0,5,117207.6
16979,54133,8,1,0,7,49508,7,2,1993,1,1,477,3242,198,0,4,5426671.3
16980,1405,2,0,1,49,81696,9,8,2009,1,1,4775,9157,678,1,9,148540.9
16981,42395,22,1,0,30,99019,6,5,2018,1,1,9298,8951,522,1,7,4247150.8
16982,9410,75,1,0,26,8839,5,1,1994,0,1,3815,4727,705,1,3,953870.4
16983,21751,99,0,0,25,88128,5,10,2000,0,0,4147,9345,112,1,0,2177627.1
16984,24971,100,1,0,69,6526,4,6,2004,0,0,4451,6883,135,0,5,2501574.4
16985,70763,4,0,1,22,71245,9,10,2015,0,1,9705,6968,449,0,8,7082373.5
16986,78741,54,0,0,12,38497,5,6,2005,0,0,7248,6177,502,0,5,7880701.5
16987,163,86,0,0,20,22245,4,5,2000,0,0,1239,1441,678,0,8,17363.0
16988,16016,37,1,1,1,62014,6,8,2016,1,1,5359,4897,775,1,1,1611775.6
16989,37225,86,0,1,8,16964,9,3,2000,1,1,8529,6588,933,1,2,3729864.0
16990,26046,78,0,0,6,7677,8,7,2000,0,0,7449,7035,709,0,6,2609010.2
16991,48299,88,0,1,37,67680,5,5,2010,1,1,1928,498,603,0,10,4838730.0
16992,32490,50,0,1,41,16884,8,1,2006,0,0,251,6296,882,1,6,3250802.6
16993,65825,55,0,0,45,66766,8,7,2007,1,1,7769,7829,528,1,4,6586250.7
16994,44810,26,0,1,41,77617,7,8,1999,1,1,7248,2016,357,0,2,4496102.9
16995,40214,6,1,0,35,85786,8,9,2005,0,0,6765,4322,555,1,0,4028553.5
16996,63780,38,0,1,52,95952,8,9,2018,0,1,821,733,127,1,4,6386345.8
16997,11351,63,1,1,23,50312,6,6,2000,0,1,782,6651,139,0,4,1139512.2
16998,26614,69,0,1,27,19556,7,4,1998,1,1,7513,961,473,1,7,2673620.8
16999,82202,100,1,1,24,79663,2,10,2014,0,1,5976,3875,565,1,7,8227582.4
17000,65779,97,0,1,50,68218,2,10,2006,1,1,2474,8193,959,0,10,6583911.6
17001,92698,36,0,0,7,74100,3,3,2006,1,0,3235,8336,377,0,6,9274536.6
17002,16214,35,0,0,54,98896,1,2,2015,1,1,7726,7875,982,0,0,1629077.5
17003,10035,50,0,1,2,25665,6,4,2005,1,1,2978,6542,945,0,4,1006634.5
17004,64922,6,1,1,54,64707,3,2,2013,0,1,3835,4383,522,1,2,6500624.3
17005,36016,24,1,1,55,82623,9,3,1996,0,0,5238,3784,337,0,2,3609085.6
17006,692,9,1,0,38,27168,1,9,2014,1,1,5178,6908,614,1,9,78924.4
17007,12198,15,1,1,32,89678,4,9,2000,1,1,6678,4527,800,0,2,1228783.2
17008,66391,96,0,0,56,70461,7,8,2014,1,0,5361,6167,361,0,5,6650282.4
17009,81624,19,0,0,13,59625,1,6,2009,1,0,8758,9896,476,0,5,8166678.9
17010,84747,96,0,0,78,95739,9,9,2014,0,1,981,3649,413,0,8,8483566.4
17011,8368,3,0,0,78,47652,7,8,2016,0,0,1461,779,760,1,6,842999.6
17012,55910,59,1,1,1,76172,7,4,2000,0,0,732,829,354,0,10,5594137.1
17013,51521,25,1,1,1,69427,5,5,1999,0,1,2265,6232,714,1,9,5153018.9
17014,27281,37,0,0,98,86787,5,5,1994,0,0,7089,4264,897,0,0,2731771.4
17015,52123,12,0,0,49,83762,8,4,2007,1,0,661,401,116,1,7,5219801.7
17016,33984,45,0,0,41,46805,2,9,1991,1,0,993,331,452,1,9,3402691.0
17017,32085,84,0,0,36,18373,4,2,2009,0,1,9717,2783,593,0,2,3216632.9
17018,64307,100,1,0,86,74404,2,6,2015,0,0,7131,7148,607,1,3,6443543.5
17019,93713,19,1,1,35,61739,7,6,2003,0,0,5698,818,130,1,2,9378060.3
17020,63755,35,0,0,86,39080,1,6,1999,0,0,7306,3430,237,1,9,6383188.9
17021,91526,54,0,1,37,68676,2,5,2008,0,0,691,3107,760,0,0,9154926.8
17022,49186,11,0,0,4,99624,4,4,2020,1,1,7253,6516,244,1,8,4919477.1
17023,91526,52,0,1,34,54292,7,5,2008,1,0,8253,1314,715,0,1,9154926.8
17024,40680,8,1,1,35,65747,3,3,2003,1,0,3521,3981,386,0,3,4075291.3
17025,32490,24,1,1,27,82665,10,8,2006,0,0,1862,8253,216,0,8,3250802.6
17026,41418,49,0,0,81,42634,2,10,2004,0,0,4093,406,834,0,9,4145160.4
17027,187,47,1,0,46,9011,8,1,2019,1,0,3835,6156,982,0,8,26533.9
17028,31464,28,0,0,17,47469,5,1,2000,1,1,1676,20,239,1,2,3148466.2
17029,74234,39,0,0,37,83559,2,2,2014,1,1,6121,9091,926,1,9,7426071.4
17030,75593,86,0,1,24,11894,7,5,2013,0,1,5714,766,104,0,10,7567839.3
17031,66940,98,0,1,13,77329,3,7,2016,0,0,783,7203,659,1,6,6700142.6
17032,54369,69,0,0,60,87468,6,9,2005,0,1,5586,6377,374,0,7,5443046.5
17033,9167,61,1,1,38,95396,3,2,1994,0,0,8349,5632,982,1,7,923577.4
17034,11470,23,0,0,50,24289,3,4,1996,1,0,9531,3538,961,0,5,1148699.6
17035,416,46,1,0,35,53104,2,7,1996,1,1,7052,2111,604,0,5,46790.6
17036,67498,24,0,1,17,33534,4,2,2007,1,0,7738,33,822,1,1,6753907.7
17037,69290,38,1,0,37,76782,5,10,2009,1,0,1555,7135,209,0,6,6932336.9
17038,26229,55,1,1,43,23351,8,8,2003,1,1,8950,1683,197,1,2,2634608.3
17039,73903,50,0,1,42,12297,1,2,2017,0,0,2439,6172,452,0,9,7397590.7
17040,42674,19,1,1,35,88956,10,4,2014,0,0,4636,271,111,1,4,4269275.4
17041,61839,38,1,1,8,81395,2,4,2009,1,1,5343,5076,274,0,4,6189722.9
17042,97651,26,0,1,47,56512,9,10,1998,1,1,4015,2749,299,0,0,9769739.8
17043,30397,71,1,1,97,5801,2,5,2000,1,1,3483,1227,929,0,5,3055190.2
17044,71627,49,0,1,22,96969,9,2,2009,0,1,2324,8452,434,0,5,7172359.9
17045,28613,22,1,0,87,26626,6,2,1997,0,0,8231,4325,552,1,4,2862135.7
17046,64492,36,1,1,32,68844,1,6,2014,1,1,5273,5286,324,0,1,6459748.4
17047,96469,77,0,0,21,42252,6,7,2004,0,0,4762,8433,212,0,5,9651382.4
17048,22205,86,1,1,20,84617,8,9,1999,1,0,3735,3442,155,0,7,2225365.9
17049,10978,50,1,1,8,52546,4,3,2015,0,1,8171,17,816,0,3,1103882.5
17050,76091,48,0,1,38,11922,1,8,2016,1,1,835,4165,104,0,5,7614076.6
17051,3929,37,0,0,37,99898,6,5,1993,1,0,9579,8968,401,0,10,398629.3
17052,38969,38,1,1,50,68232,4,3,2019,1,0,2413,4036,352,1,5,3904399.9
17053,59237,94,1,1,64,36929,3,3,2000,0,1,8185,546,923,1,3,5932547.2
17054,67849,47,0,1,84,92944,4,7,1996,1,0,2273,3570,434,0,2,6792498.6
17055,94824,86,0,0,25,92628,8,5,2009,1,1,6428,4306,618,0,0,9490121.9
17056,16416,49,0,1,43,22943,5,8,2009,1,0,8621,6097,960,1,5,1651205.9
17057,24045,31,0,1,8,39335,4,4,2011,0,0,469,7012,136,0,9,2407159.1
17058,29752,7,1,1,48,78116,7,3,2000,1,1,728,8889,378,1,0,2982668.0
17059,32623,35,1,0,80,38250,10,10,2003,0,1,6946,8428,929,0,3,3267852.3
17060,77915,99,0,0,42,58566,1,5,2018,0,1,3492,9188,535,0,10,7793915.8
17061,81582,58,0,1,19,42705,8,7,2009,1,0,8956,9237,473,1,8,8166678.9
17062,26223,35,1,0,7,53223,3,8,2014,0,1,8685,7324,607,0,5,2630045.4
17063,19467,33,0,0,83,53020,5,3,1995,0,0,5359,8794,710,0,5,1953949.5
17064,35039,78,1,1,18,4199,8,8,1994,0,1,8501,4545,308,0,2,3511457.4
17065,22884,3,1,1,23,50637,6,8,1994,1,1,2795,9931,215,1,8,2292005.4
17066,7966,56,0,1,49,18386,3,10,1996,0,1,6151,4796,582,0,8,806178.6
17067,13314,16,1,0,15,83239,1,4,2015,0,1,8258,765,101,0,6,1340591.5
17068,47364,33,1,0,17,77197,4,8,1999,0,1,6434,5236,569,1,9,4739985.9
17069,65297,11,1,0,28,86210,6,7,2017,0,1,4949,6181,381,0,10,6536489.7
17070,28748,78,1,0,54,13201,4,5,2000,0,0,2341,20,251,1,2,2880426.0
17071,31951,24,0,0,22,66113,6,10,2016,0,1,7624,3534,674,1,4,3196773.6
17072,14447,43,0,0,9,34795,8,4,2000,1,0,65,8564,910,1,9,1448447.2
17073,41932,78,0,1,42,19811,7,6,2020,0,1,8114,5437,309,1,4,4196797.0
17074,70033,19,0,1,81,19287,1,4,2014,1,1,567,1755,313,0,1,7008333.4
17075,62093,12,1,0,88,48647,8,5,2004,0,0,3333,9821,692,0,2,6222279.4
17076,56420,72,1,0,88,40408,7,5,2000,0,0,8796,7236,224,0,7,5646520.1
17077,10001,35,0,1,89,3767,2,2,2015,1,1,3959,6654,930,0,7,1006263.5
17078,42934,6,1,0,82,308,2,2,2000,1,0,7940,8216,662,1,7,4297263.0
17079,99767,12,1,1,70,63363,2,3,2018,0,0,9158,3056,176,0,9,9985836.8
17080,40816,22,1,1,23,27843,8,10,2014,0,0,7111,8911,945,0,3,4088073.4
17081,73154,20,0,1,47,22439,9,9,2015,0,0,4205,5013,554,0,6,7322035.5
17082,965,36,0,1,48,60193,7,8,2019,0,0,6427,3435,847,0,8,107936.9
17083,96395,31,1,1,55,96126,2,10,2016,0,1,7673,5411,612,0,1,9648710.6
17084,33726,16,0,1,56,64229,8,7,2000,1,0,3429,5879,959,1,2,3376333.2
17085,78984,55,1,0,89,88882,2,7,1994,1,0,3261,9188,882,0,3,7902699.4
17086,85659,100,0,0,3,57641,8,8,2015,0,1,8138,7691,801,1,6,8567586.5
17087,48240,20,1,0,41,47048,9,2,2014,0,0,9888,30,863,1,0,4831157.4
17088,8515,98,1,0,30,55928,7,5,2000,0,1,7776,6839,308,1,1,860887.0
17089,6592,58,0,1,38,89968,3,1,2014,0,0,7739,7193,147,0,6,666733.4
17090,22587,58,1,0,24,35422,8,7,1998,1,1,5438,2837,176,0,3,2266626.8
17091,22421,17,1,1,85,92666,9,2,1999,0,0,1284,4528,374,0,8,2252826.9
17092,65931,54,1,0,36,9560,10,6,2017,0,1,3252,8584,544,1,3,6595633.7
17093,87591,99,0,1,49,22835,2,3,2007,0,1,960,1421,322,1,5,8769079.7
17094,92759,50,1,0,89,52536,3,9,2000,1,0,9147,944,177,0,9,9280104.2
17095,97854,67,0,1,96,6876,10,5,2021,0,1,7113,7450,935,0,4,9792071.1
17096,12939,44,1,0,49,97775,9,6,2006,1,0,466,7347,951,0,5,1298332.6
17097,605,52,1,1,37,10079,3,10,2000,1,1,1264,6578,927,1,9,66663.2
17098,98788,32,0,1,45,45826,7,5,2014,1,1,7149,2131,146,0,4,9884496.4
17099,10559,58,1,0,25,16036,5,6,2000,0,1,4860,8262,720,0,1,1059700.1
17100,18149,58,1,1,35,71913,5,3,2017,1,1,9160,5840,580,0,5,1829917.7
17101,50121,3,0,0,6,795,8,5,1996,0,0,1051,6636,389,1,6,5020674.6
17102,55994,19,1,1,2,63734,6,1,2016,1,1,3689,5246,116,0,8,5610385.6
17103,7658,98,0,0,28,65943,4,1,1996,0,1,4398,5660,747,1,9,767255.6
17104,44626,60,1,0,86,69375,9,8,2004,0,1,8778,8088,735,1,4,4468759.4
17105,63297,74,0,1,87,84702,6,8,1996,0,1,8498,4985,339,0,2,6335162.1
17106,68083,25,0,1,69,85915,3,2,2005,0,0,5346,5008,990,0,0,6813175.5
17107,43776,69,1,0,50,21813,10,7,2007,0,1,4648,8379,559,1,4,4387370.7
17108,32928,85,1,0,87,48620,10,1,2019,1,0,8031,8483,626,0,10,3299683.9
17109,68489,19,1,1,56,67749,6,8,1998,1,0,9938,1947,366,0,6,6853535.8
17110,5431,84,0,1,84,93976,5,7,2000,1,1,4797,5447,214,1,5,548835.1
17111,6617,89,0,0,64,10622,10,4,2000,0,0,8873,5062,248,1,10,663333.0
17112,17016,82,1,1,45,57298,6,9,2010,0,1,6267,6180,679,0,8,1712726.0
17113,26193,35,1,1,6,72628,8,7,2013,0,0,1633,5196,955,1,6,2620565.3
17114,53753,76,0,0,20,37437,9,8,2008,1,1,4550,8336,574,1,1,5383162.8
17115,63078,38,0,1,46,70226,2,9,2005,1,0,6433,6306,558,1,4,6316522.5
17116,14588,36,1,0,1,37116,7,7,2003,1,1,3129,3685,737,0,0,1459601.3
17117,45868,78,1,1,80,76056,10,5,1994,1,0,7437,9908,663,1,10,4600708.4
17118,92075,59,1,1,33,80975,1,9,2005,1,1,7728,7844,770,1,1,9216323.5
17119,88898,56,1,1,41,45319,6,6,2018,0,0,4160,4241,220,1,7,8902046.8
17120,12198,30,0,1,11,98063,8,8,2000,1,1,6326,5743,368,0,9,1228783.2
17121,99458,4,1,0,32,28216,5,2,1994,0,0,2840,1223,365,0,8,9957307.4
17122,25963,23,0,1,35,98038,5,7,2008,1,1,7361,1850,998,0,7,2606507.8
17123,30925,26,0,0,70,69999,10,6,2016,1,1,7245,3587,951,1,4,3104280.6
17124,63320,41,0,0,10,82639,1,8,1993,1,0,5497,1895,559,0,2,6338701.3
17125,29276,41,0,1,42,75900,9,8,1997,0,0,3373,4306,768,1,9,2928782.7
17126,33507,87,0,1,35,11191,10,2,2013,0,1,6837,952,953,0,7,3360225.3
17127,67360,69,0,1,47,32271,2,1,2003,1,1,1854,3339,210,0,8,6742928.3
17128,10978,62,0,1,7,56283,9,2,2015,0,0,7245,7951,481,1,1,1103882.5
17129,18349,32,1,1,55,91211,7,8,1997,0,1,9905,5815,912,0,5,1844863.7
17130,50109,4,1,0,15,16381,1,5,2018,1,1,2255,8515,502,0,5,5019832.8
17131,63099,26,0,1,22,41889,8,9,1998,0,0,793,422,274,0,2,6319109.8
17132,7006,46,1,1,21,32007,6,2,2013,1,1,7826,4877,678,0,9,707042.3
17133,43577,64,1,0,14,79821,6,8,1993,1,1,5846,9028,268,0,3,4366538.3
17134,50589,75,0,0,69,7397,5,6,2008,1,0,3534,8806,880,1,10,5061508.8
17135,17052,74,0,0,50,3478,10,3,1993,0,1,4116,4408,960,0,2,1706550.3
17136,43467,50,1,1,14,78275,3,10,1998,0,0,5361,2871,285,0,3,4350497.8
17137,85100,57,1,0,94,58267,5,4,1997,1,1,4537,1537,401,0,7,8517058.7
17138,32879,89,0,1,67,46701,4,8,2019,0,0,4261,2267,209,0,5,3299683.9
17139,15351,17,0,0,22,74303,8,3,2003,1,0,2951,973,872,0,9,1539085.3
17140,50114,2,1,1,6,59595,5,1,2000,1,1,7233,4146,354,1,0,5019918.1
17141,89940,26,0,0,52,94645,5,4,2017,0,1,4611,804,576,0,4,8995621.7
17142,71443,57,0,0,35,23141,3,6,2003,1,1,8181,3772,601,0,3,7146766.3
17143,35188,52,0,0,63,7369,3,1,2012,1,0,5209,7783,549,0,10,3523563.0
17144,14185,18,1,1,3,3591,3,3,2000,0,0,9709,5309,392,1,3,1422531.2
17145,8528,8,0,0,38,11943,9,9,1998,1,0,4648,8645,846,1,8,861004.8
17146,88940,55,1,0,6,10114,6,5,2003,0,0,2637,4594,919,1,6,8896898.3
17147,81281,51,1,0,90,4566,10,5,2000,1,0,8796,2630,473,1,8,8134490.1
17148,27117,14,1,1,8,43122,1,4,2000,1,0,3758,2042,314,0,1,2712687.1
17149,16704,49,1,1,5,95914,3,2,1994,0,0,9789,1014,377,1,6,1676124.4
17150,93324,100,1,1,78,90465,4,10,1994,0,1,7431,4600,889,1,10,9343406.4
17151,46558,45,1,0,21,79710,7,9,2009,1,0,7547,7739,274,0,6,4663394.9
17152,48568,79,1,0,92,45126,8,7,2000,0,1,8974,8173,378,0,10,4860230.1
17153,43247,8,1,0,41,4759,8,5,2019,0,1,9184,6542,534,0,8,4326266.9
17154,58091,84,0,0,7,96268,4,3,2014,0,0,7713,7865,126,1,4,5813567.4
17155,39626,21,0,0,80,62149,6,6,1996,1,1,9107,2336,930,0,9,3972452.6
17156,72100,51,0,1,88,15574,6,1,2015,1,1,5100,1481,874,0,4,7226586.5
17157,57970,26,1,0,79,55928,1,3,2013,1,1,5270,8624,512,1,5,5811905.3
17158,99536,97,0,0,18,68941,5,3,2000,1,0,1661,7103,195,0,3,9956467.2
17159,93132,26,1,0,43,33654,5,2,1998,1,0,7262,8890,411,0,1,9320824.8
17160,70881,45,1,0,28,77690,8,8,2006,1,0,2245,55,964,1,10,7093917.6
17161,66180,61,0,1,63,20800,4,6,2003,0,1,5651,5651,164,0,6,6619700.3
17162,12480,6,1,1,3,97750,2,1,2015,0,0,7578,6689,776,1,3,1251446.5
17163,88108,84,0,1,33,54855,3,4,2003,1,0,589,1481,477,1,10,8822236.3
17164,1440,59,1,1,50,44802,4,10,1994,0,0,4271,2024,105,0,9,146708.4
17165,2945,97,0,0,100,96283,8,8,1998,0,0,7478,299,117,0,9,299982.8
17166,48820,59,1,1,80,44777,8,7,2007,1,1,7013,771,914,0,2,4890832.7
17167,281,22,1,0,50,89634,1,2,1994,0,1,1107,3660,710,1,10,34115.4
17168,56147,100,0,0,35,79570,7,7,2016,1,1,9631,71965,973,0,6,5621340.6
17169,65822,56,0,0,78,85151,2,5,2006,0,0,7966,8347,396,0,5,6585590.6
17170,60653,52,0,0,82,75382,6,3,2008,0,1,7818,6322,127,1,6,6076327.8
17171,84651,38,1,1,18,8869,1,6,2009,1,1,3709,3829,757,0,10,8462338.9
17172,78552,86,0,0,68,54833,2,2,2008,1,1,815,3149,583,0,1,7861906.8
17173,32085,38,0,1,41,42683,9,2,2009,0,0,4775,1307,965,0,6,3216632.9
17174,45339,46,1,1,32,88882,5,7,1993,0,0,3678,4527,377,0,6,4541883.3
17175,75645,26,1,1,22,25496,3,6,2009,0,0,8181,7725,216,1,6,7571223.9
17176,24321,56,1,1,51,68676,5,3,2013,0,1,7248,7269,905,0,7,2440786.3
17177,4798,21,0,0,20,9373,7,8,2005,0,0,2675,907,880,1,5,481620.5
17178,35894,49,1,1,2,45911,1,7,2000,1,1,4517,2896,386,1,7,3593541.1
17179,91931,68,0,1,42,27803,8,8,2016,0,1,2484,6556,117,1,8,9197803.6
